CET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-7-1,66,60,53,63,58,54,100,93,68,30.09,30.07,30.06,6,5,1,12,4,NA,0,5,Rain,318,7,1,1996,07-01,1,26,1996-07-01,Bilbao,18.8888888888889,15.5555555555555,11.6666666666667,17.2222222222222,14.4444444444445,12.2222222222222
1996-7-2,69,63,57,61,56,52,100,78,53,30.04,30.03,30.01,6,6,3,12,3,NA,0,6,Rain,359,7,2,1996,07-02,2,26,1996-07-02,Bilbao,20.5555555555555,17.2222222222222,13.8888888888889,16.1111111111111,13.3333333333333,11.1111111111111
1996-7-3,78,69,60,64,60,55,100,71,44,30.04,29.99,29.98,6,6,6,10,4,NA,0,4,,55,7,3,1996,07-03,3,26,1996-07-03,Bilbao,25.5555555555555,20.5555555555555,15.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778
1996-7-4,75,70,64,66,65,64,100,87,69,30.06,30.03,29.98,6,6,4,7,3,21,0,6,,26,7,4,1996,07-04,4,26,1996-07-04,Bilbao,23.8888888888889,21.1111111111111,17.7777777777778,18.8888888888889,18.3333333333333,17.7777777777778
1996-7-5,68,65,60,66,63,61,100,89,78,29.98,29.97,29.95,6,5,2,17,5,28,0,6,Rain,338,7,5,1996,07-05,5,26,1996-07-05,Bilbao,20,18.3333333333333,15.5555555555555,18.8888888888889,17.2222222222222,16.1111111111111
1996-7-6,66,62,59,61,57,52,94,81,60,30.01,29.96,29.83,6,6,3,7,2,NA,0,6,,6,7,6,1996,07-06,6,26,1996-07-06,Bilbao,18.8888888888889,16.6666666666667,15,16.1111111111111,13.8888888888889,11.1111111111111
1996-7-7,62,60,57,63,57,50,100,94,72,30.09,29.82,29.59,6,6,2,21,7,33,0,5,Rain,312,7,7,1996,07-07,7,27,1996-07-07,Bilbao,16.6666666666667,15.5555555555555,13.8888888888889,17.2222222222222,13.8888888888889,10
1996-7-8,68,62,55,59,56,52,100,83,64,30.39,30.31,30.18,6,6,6,10,5,NA,0,4,Rain,330,7,8,1996,07-08,1,27,1996-07-08,Bilbao,20,16.6666666666667,12.7777777777778,15,13.3333333333333,11.1111111111111
1996-7-9,69,61,53,57,55,54,100,77,60,30.42,30.41,30.39,6,6,6,9,3,21,0,3,,29,7,9,1996,07-09,2,27,1996-07-09,Bilbao,20.5555555555555,16.1111111111111,11.6666666666667,13.8888888888889,12.7777777777778,12.2222222222222
1996-7-10,68,60,51,63,57,52,100,89,64,30.42,30.38,30.24,6,6,2,13,3,NA,0,6,,23,7,10,1996,07-10,3,27,1996-07-10,Bilbao,20,15.5555555555555,10.5555555555555,17.2222222222222,13.8888888888889,11.1111111111111
1996-7-11,71,65,59,63,60,55,100,82,64,30.33,30.28,30.24,6,6,5,10,3,NA,0,4,,16,7,11,1996,07-11,4,27,1996-07-11,Bilbao,21.6666666666667,18.3333333333333,15,17.2222222222222,15.5555555555555,12.7777777777778
1996-7-12,75,67,59,64,61,55,100,80,57,30.24,30.2,30.18,6,5,3,12,2,NA,0,4,,26,7,12,1996,07-12,5,27,1996-07-12,Bilbao,23.8888888888889,19.4444444444445,15,17.7777777777778,16.1111111111111,12.7777777777778
1996-7-13,77,70,62,64,62,59,100,80,57,30.24,30.21,30.21,6,6,4,12,5,NA,0,4,,348,7,13,1996,07-13,6,27,1996-07-13,Bilbao,25,21.1111111111111,16.6666666666667,17.7777777777778,16.6666666666667,15
1996-7-14,82,70,59,66,63,59,100,73,51,30.27,30.24,30.21,6,4,3,12,4,22,0,2,,53,7,14,1996,07-14,7,28,1996-07-14,Bilbao,27.7777777777778,21.1111111111111,15,18.8888888888889,17.2222222222222,15
1996-7-15,84,73,62,72,66,61,100,74,48,30.21,30.18,30.15,6,6,5,13,4,18,0,1,,46,7,15,1996,07-15,1,28,1996-07-15,Bilbao,28.8888888888889,22.7777777777778,16.6666666666667,22.2222222222222,18.8888888888889,16.1111111111111
1996-7-16,82,71,60,73,66,57,100,85,42,30.18,30.1,30.06,6,6,6,15,4,NA,0,NA,,307,7,16,1996,07-16,2,28,1996-07-16,Bilbao,27.7777777777778,21.6666666666667,15.5555555555555,22.7777777777778,18.8888888888889,13.8888888888889
1996-7-17,80,71,62,72,69,63,100,91,61,30.06,30.05,30.04,6,3,0,14,5,NA,0,2,Fog,299,7,17,1996,07-17,3,28,1996-07-17,Bilbao,26.6666666666667,21.6666666666667,16.6666666666667,22.2222222222222,20.5555555555555,17.2222222222222
1996-7-18,78,72,66,70,67,64,100,82,61,30.15,30.12,30.06,6,4,1,12,3,NA,0,2,,317,7,18,1996,07-18,4,28,1996-07-18,Bilbao,25.5555555555555,22.2222222222222,18.8888888888889,21.1111111111111,19.4444444444445,17.7777777777778
1996-7-19,77,67,57,66,58,48,100,70,36,30.18,30.18,30.15,6,5,2,12,3,NA,0,1,Fog,338,7,19,1996,07-19,5,28,1996-07-19,Bilbao,25,19.4444444444445,13.8888888888889,18.8888888888889,14.4444444444445,8.88888888888891
1996-7-20,77,68,60,64,62,59,100,80,57,30.21,30.19,30.18,6,5,3,10,4,NA,0,3,,336,7,20,1996,07-20,6,28,1996-07-20,Bilbao,25,20,15.5555555555555,17.7777777777778,16.6666666666667,15
1996-7-21,82,68,55,70,60,52,100,70,39,30.15,30.06,29.98,5,5,5,101,10,NA,0,0,,299,7,21,1996,07-21,7,29,1996-07-21,Bilbao,27.7777777777778,20,12.7777777777778,21.1111111111111,15.5555555555555,11.1111111111111
1996-7-22,93,78,62,72,64,54,100,71,28,30.04,29.95,29.92,6,3,1,22,9,30,0,3,,15,7,22,1996,07-22,1,29,1996-07-22,Bilbao,33.8888888888889,25.5555555555555,16.6666666666667,22.2222222222222,17.7777777777778,12.2222222222222
1996-7-23,69,68,66,68,66,64,100,95,88,30.09,30.06,30.04,6,5,3,10,3,NA,0,6,Rain,316,7,23,1996,07-23,2,29,1996-07-23,Bilbao,20.5555555555555,20,18.8888888888889,20,18.8888888888889,17.7777777777778
1996-7-24,73,68,64,66,65,63,100,87,73,30.12,30.07,30.06,6,4,2,8,3,NA,0,6,,50,7,24,1996,07-24,3,29,1996-07-24,Bilbao,22.7777777777778,20,17.7777777777778,18.8888888888889,18.3333333333333,17.2222222222222
1996-7-25,78,72,66,68,65,59,100,87,54,30.06,30.01,29.95,6,6,4,22,3,NA,0,4,Rain-Thunderstorm,51,7,25,1996,07-25,4,29,1996-07-25,Bilbao,25.5555555555555,22.2222222222222,18.8888888888889,20,18.3333333333333,15
1996-7-26,71,68,64,72,67,64,100,99,94,30.12,30.06,30.01,5,3,0,18,6,25,0,6,Rain-Thunderstorm,317,7,26,1996,07-26,5,29,1996-07-26,Bilbao,21.6666666666667,20,17.7777777777778,22.2222222222222,19.4444444444445,17.7777777777778
1996-7-27,68,67,64,66,64,63,100,91,83,30.24,30.17,30.09,6,6,5,23,18,36,0,6,Rain,310,7,27,1996,07-27,6,29,1996-07-27,Bilbao,20,19.4444444444445,17.7777777777778,18.8888888888889,17.7777777777778,17.2222222222222
1996-7-28,75,67,59,66,63,59,100,85,65,30.21,30.17,30.09,6,5,1,6,1,NA,0,3,,54,7,28,1996,07-28,7,30,1996-07-28,Bilbao,23.8888888888889,19.4444444444445,15,18.8888888888889,17.2222222222222,15
1996-7-29,71,66,60,68,65,61,100,94,78,30.15,30.11,30.09,6,5,3,9,3,NA,0,6,,340,7,29,1996,07-29,1,30,1996-07-29,Bilbao,21.6666666666667,18.8888888888889,15.5555555555555,20,18.3333333333333,16.1111111111111
1996-7-30,73,68,62,66,60,57,100,76,57,30.18,30.18,30.15,6,6,6,9,3,NA,0,3,,6,7,30,1996,07-30,2,30,1996-07-30,Bilbao,22.7777777777778,20,16.6666666666667,18.8888888888889,15.5555555555555,13.8888888888889
1996-7-31,77,67,57,64,62,57,100,81,57,30.15,30.12,30.09,6,6,4,8,2,NA,0,5,,48,7,31,1996,07-31,3,30,1996-07-31,Bilbao,25,19.4444444444445,13.8888888888889,17.7777777777778,16.6666666666667,13.8888888888889
1996-8-1,82,74,66,79,66,64,100,91,78,30.18,30.11,29.98,6,6,6,8,2,NA,0,6,,20,8,1,1996,08-01,4,30,1996-08-01,Bilbao,27.7777777777778,23.3333333333333,18.8888888888889,26.1111111111111,18.8888888888889,17.7777777777778
1996-8-2,69,66,62,68,65,63,100,98,88,30.27,30.23,30.18,6,5,2,8,3,NA,0,6,Rain,323,8,2,1996,08-02,5,30,1996-08-02,Bilbao,20.5555555555555,18.8888888888889,16.6666666666667,20,18.3333333333333,17.2222222222222
1996-8-3,73,66,59,64,60,55,100,79,53,30.27,30.23,30.18,6,5,1,8,2,NA,0,4,Fog,52,8,3,1996,08-03,6,30,1996-08-03,Bilbao,22.7777777777778,18.8888888888889,15,17.7777777777778,15.5555555555555,12.7777777777778
1996-8-4,89,73,57,68,65,57,100,84,43,30.06,29.93,29.8,6,5,0,26,7,56,0,5,Rain-Hail-Thunderstorm,88,8,4,1996,08-04,7,31,1996-08-04,Bilbao,31.6666666666667,22.7777777777778,13.8888888888889,20,18.3333333333333,13.8888888888889
1996-8-5,75,70,66,66,65,63,100,87,69,29.95,29.94,29.92,6,5,2,10,2,NA,0,5,,17,8,5,1996,08-05,1,31,1996-08-05,Bilbao,23.8888888888889,21.1111111111111,18.8888888888889,18.8888888888889,18.3333333333333,17.2222222222222
1996-8-6,66,64,62,66,65,63,100,100,100,30.06,29.99,29.89,4,2,1,7,1,NA,0,6,Rain,348,8,6,1996,08-06,2,31,1996-08-06,Bilbao,18.8888888888889,17.7777777777778,16.6666666666667,18.8888888888889,18.3333333333333,17.2222222222222
1996-8-7,66,65,64,64,64,64,100,98,94,30.12,30.09,30.06,6,6,5,5,3,NA,0,6,,68,8,7,1996,08-07,3,31,1996-08-07,Bilbao,18.8888888888889,18.3333333333333,17.7777777777778,17.7777777777778,17.7777777777778,17.7777777777778
1996-8-8,77,70,62,68,65,63,100,87,65,30.09,30.04,30.01,6,6,4,12,3,NA,0,2,,19,8,8,1996,08-08,4,31,1996-08-08,Bilbao,25,21.1111111111111,16.6666666666667,20,18.3333333333333,17.2222222222222
1996-8-9,77,68,60,68,65,61,100,86,65,30.01,29.95,29.92,6,5,2,13,5,NA,0,3,,18,8,9,1996,08-09,5,31,1996-08-09,Bilbao,25,20,15.5555555555555,20,18.3333333333333,16.1111111111111
1996-8-10,71,66,62,68,65,63,100,93,73,30.01,29.95,29.86,6,5,2,14,4,NA,0,6,,347,8,10,1996,08-10,6,31,1996-08-10,Bilbao,21.6666666666667,18.8888888888889,16.6666666666667,20,18.3333333333333,17.2222222222222
1996-8-11,73,68,62,68,64,63,100,88,69,30.01,29.99,29.95,6,6,4,17,5,30,0,6,Rain,353,8,11,1996,08-11,7,32,1996-08-11,Bilbao,22.7777777777778,20,16.6666666666667,20,17.7777777777778,17.2222222222222
1996-8-12,69,64,60,63,60,52,100,82,64,30.09,30.06,30.04,6,6,5,12,4,NA,0,4,,330,8,12,1996,08-12,1,32,1996-08-12,Bilbao,20.5555555555555,17.7777777777778,15.5555555555555,17.2222222222222,15.5555555555555,11.1111111111111
